result_id,race_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,time,milliseconds,fastest_lap,fastest_lap_time,status_id,rank
504,1172,857,1,81,3,2.0,2,2,7,19,3.766,1758811.0,16.0,92.07900000000001,1.0,4.0
505,1172,844,6,16,4,3.0,3,3,6,19,6.251,1761296.0,11.0,91.964,1.0,3.0
506,1172,847,131,63,6,4.0,4,4,5,19,12.951,1767996.0,10.0,92.387,1.0,6.0
507,1172,830,9,3,5,5.0,5,5,4,19,13.639,1768684.0,19.0,92.201,1.0,5.0
508,1172,863,131,12,2,6.0,6,6,3,19,13.777,1768822.0,11.0,91.932,1.0,2.0
509,1172,1,6,44,7,7.0,7,7,2,19,21.665,1776710.0,6.0,92.44800000000001,1.0,7.0
510,1172,842,214,10,10,8.0,8,8,1,19,30.525,1785570.0,10.0,93.072,1.0,8.0
511,1172,865,9,6,9,9.0,9,9,0,19,35.346,1790391.0,11.0,93.195,1.0,10.0
512,1172,861,214,43,8,10.0,10,10,0,19,36.97,1792015.0,6.0,93.13900000000001,1.0,9.0
513,1172,839,210,31,16,11.0,11,11,0,19,56.972,1812017.0,6.0,94.40899999999999,1.0,14.0
514,1172,860,210,87,13,12.0,12,12,0,19,57.365,1812410.0,6.0,94.524,1.0,15.0
515,1172,832,3,55,14,13.0,13,13,0,19,58.504,1813549.0,5.0,94.00800000000001,1.0,12.0
516,1172,859,215,30,15,14.0,14,14,0,19,59.358,1814403.0,10.0,94.20400000000001,1.0,13.0
517,1172,4,117,14,20,15.0,15,15,0,19,76.06700000000001,1831112.0,11.0,94.72,1.0,16.0
518,1172,815,216,11,17,16.0,16,16,0,19,76.691,1831736.0,6.0,95.015,1.0,18.0
519,1172,840,117,18,21,17.0,17,17,0,19,77.626,1832671.0,10.0,95.009,1.0,17.0
520,1172,848,3,23,18,18.0,18,18,0,19,88.173,1843218.0,18.0,93.473,1.0,11.0
521,1172,822,216,77,19,19.0,19,19,0,19,89.59700000000001,1844642.0,10.0,95.856,1.0,19.0
522,1172,807,217,27,12,20.0,W,20,0,0,,,,,,
523,1172,866,215,41,22,21.0,W,21,0,0,,,,,,
524,1172,864,217,5,11,22.0,D,22,0,19,,,,,2.0,
525,1173,847,131,63,1,1.0,1,1,8,23,1730.951,1730951.0,16.0,74.702,1.0,4.0
526,1173,846,1,1,3,2.0,2,2,7,23,1.272,1732223.0,11.0,74.596,1.0,2.0
527,1173,863,131,12,2,3.0,3,3,6,23,1.843,1732794.0,11.0,74.38,1.0,1.0
528,1173,857,1,81,4,4.0,4,4,5,23,9.797,1740748.0,17.0,74.793,1.0,6.0
529,1173,844,6,16,6,5.0,5,5,4,23,9.929,1740880.0,11.0,74.741,1.0,5.0
530,1173,1,6,44,5,6.0,6,6,3,23,10.545,1741496.0,12.0,74.695,1.0,3.0
531,1173,830,9,3,7,7.0,7,7,2,23,15.935,1746886.0,11.0,74.974,1.0,8.0
532,1173,866,215,41,9,8.0,8,8,1,23,29.71,1760661.0,14.0,75.653,1.0,10.0
533,1173,861,214,43,13,9.0,9,9,0,23,31.621,1762572.0,12.0,75.478,1.0,9.0
534,1173,832,3,55,10,10.0,10,10,0,23,36.793,1767744.0,17.0,75.943,1.0,12.0
535,1173,859,215,30,18,11.0,11,11,0,23,61.344,1792295.0,6.0,76.257,1.0,16.0
536,1173,864,217,5,12,12.0,12,12,0,23,61.814,1792765.0,9.0,75.98,1.0,13.0
537,1173,839,210,31,14,13.0,13,13,0,23,64.209,1795160.0,9.0,76.849,1.0,19.0
538,1173,815,216,11,16,14.0,14,14,0,23,70.402,1801353.0,9.0,76.64099999999999,1.0,18.0
539,1173,807,217,27,11,15.0,15,15,0,23,72.158,1803109.0,20.0,76.297,1.0,17.0
540,1173,840,117,18,17,16.0,16,16,0,22,13.127,1744078.0,17.0,77.12,11.0,20.0
541,1173,822,216,77,21,17.0,17,17,0,22,17.861,1748812.0,17.0,77.212,11.0,21.0
542,1173,860,210,87,19,18.0,18,18,0,22,23.846,1754797.0,22.0,76.21000000000001,11.0,15.0
543,1173,848,3,23,22,19.0,19,19,0,22,53.493,1784444.0,18.0,75.717,11.0,11.0
544,1173,842,214,10,20,20.0,20,20,0,22,68.477,1799428.0,12.0,76.15,11.0,14.0
545,1173,865,9,6,8,21.0,21,21,0,20,18.135,1749086.0,12.0,74.941,11.0,7.0
546,1173,4,117,14,15,22.0,R,22,0,15,,,8.0,77.543,31.0,22.0
